source_file,source_lines,source_kind,top_level_classes,top_level_functions,phase,phase_name,target_module,target_package,target_artifacts,migration_strategy,mandatory_parity,implementation_owner,sidecar_required,initial_status,required,source_sha256,source_size_bytes,status,java_path,verified_by,notes
src/mathproofmesh/llm/base.py,93,python_source,LLMResponse | LLMClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,LLMResponse.java; LLMClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,d6b1f3f25986d747aaed807b8e40f7d04928fcdf1c7964ebb8d1569892434e18,2694,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/LLMResponse.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/LlmProvider.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/LLMClient.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/AbstractHttpProvider.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/BoundedSseParser.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/JdkHttpTransport.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/llm/deepseek.py,511,python_source,DeepSeekClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,DeepSeekClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,9b841d958337c342b4cb728a969a7aaf9c4ade1adb94d772365e97c82b827033,20140,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/DeepSeekClient.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/DeepSeekProvider.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/llm/gemini.py,92,python_source,GeminiClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,GeminiClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,bd92fc17ff630df01bcd6c23762cfd7e98ec2bbcf8136152aeacf7812f067423,3240,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/GeminiClient.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/GeminiProvider.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/llm/mock.py,55,python_source,MockClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,MockClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,2a18e98830c0586cbf72752a726eb99ef6b332fcf735398c4046c96a0ad054f4,1596,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/MockClient.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/MockProvider.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/llm/openai_compatible.py,79,python_source,OpenAICompatibleClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,OpenAICompatibleClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,f7e26beb0cf541b809b6bd1b1c27ca2a672200f18944fcd9f73560d9ef42ef71,2686,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/OpenAICompatibleClient.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/OpenAiCompatibleProvider.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/llm/pool.py,804,python_source,AgentCallFailure | ProviderCircuitOpenError | ProviderCircuitBreaker | SlidingWindowRateLimiter | AgentRuntime | AgentPool,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,AgentCallFailure.java; ProviderCircuitOpenError.java; ProviderCircuitBreaker.java; SlidingWindowRateLimiter.java; AgentRuntime.java; AgentPool.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,45355d0006a79ffaa400a9d6a528e3a5fba936e5026e43c64c9d313313bd4222,31259,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/AgentCallFailure.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/ProviderCircuitOpenError.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/ProviderCircuitBreaker.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/SlidingWindowRateLimiter.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/AgentRuntime.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/AgentPool.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/ProviderCallRepository.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/ProviderCallRecord.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/provider/InMemoryProviderCallRepository.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/persistence/JdbcProviderCallRepository.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/persistence/JdbcCircuitStateStore.java; mathproofmesh-server/src/main/resources/db/migration/V4__provider_call_runtime.sql,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/memory.py,1129,python_source,LemmaMemory | TypedMemory,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.memory,LemmaMemory.java; TypedMemory.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,aecac803681be2c57869a55f48369506b5421a54a3259b67927fcfe4da29672b,44576,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/memory/LemmaMemory.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/memory/TypedMemory.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/memory/MemoryPromotionPolicy.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/memory/MemoryInvalidationService.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/persistence/JdbcMemoryProofGraphRepository.java,LemmaMemoryParityTest; TypedMemoryParityTest; ProofGraphParityTest; ProofGraphServicesTest; ProofGraphConcurrencyTest; MemoryProofGraphPostgresIT; Maven verify,"Promotion, demotion, dependency closure, cycle rejection, proof debt, conflict and duplicate detection, transactional counterexample propagation, audit versions, and four-query PostgreSQL projection are verified"
src/mathproofmesh/mock_demo.py,793,python_source,,_user_text | _sanitized_context | demo_responder | build_demo_config | demo_responders,14,REST/SSE、CLI、报告与可观测性,mathproofmesh-server,io.github.aililuola.mathproofmesh.api,MockDemoFunctions.java,保持旧端点/命令兼容，新增安全状态查询；SSE 可断点；日志和活动事件严格脱敏,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,4393e5e3af0066387190bb82310e63982d8954c7cfbacf77ee59239331872e5a,33824,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/api/MockDemoFunctions.java,"12 authority-named JUnit cases, 7 API security/streaming gates, and online/offline Maven verify","REST, resumable SSE, bounded authenticated queries, CLI, reports, metrics, trace correlation, and content redaction retain authority semantics"
src/mathproofmesh/orchestrator.py,16453,python_source,VerificationBundle | SolveState | ProofMeshOrchestrator,_reusable_claim_dependency_ids,13,Temporal 持久化工作流与恢复,mathproofmesh-server,io.github.aililuola.mathproofmesh.workflow,VerificationBundle.java; SolveState.java; RunStageMachine.java; InProcessRunCoordinator.java; MathProofMeshSolveWorkflow.java; RouteExplorationWorkflow.java; workflow Activity ports and adapters,拆为确定性 Workflow 与所有 I/O Activities；工作流历史仅保存 ID/小型状态；崩溃重放与 Continue-As-New,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,0efb3aa67feb758f072c25408ea56bba6ad5f9e4a1c601e3de18b21fcae8f3f6,686781,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/VerificationBundle.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/SolveState.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/RunStageMachine.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/InProcessRunCoordinator.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/MathProofMeshSolveWorkflow.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/RouteExplorationWorkflow.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/WorkflowActivities.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/workflow/IdempotentWorkflowActivities.java,"25 authority-named JUnit cases across 8 parity classes; Temporal TestWorkflowEnvironment, history replay, container persistence, and online/offline Maven verify","Two deterministic workflows, idempotent Activities, durable signals/updates/queries, retry recovery, Continue-As-New, and legacy checkpoint migration"
src/mathproofmesh/prompts.py,2031,python_source,PromptBundle | PromptFactory,assert_blind_prompt_safe | _to_jsonable | _json | _feedback_directives | _minimal_schema_value | _validated_model_example | _strip_schema_noise | _schema,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.agent,PromptBundle.java; PromptFactory.java; PromptCatalog.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,73102d4a698da8c63f51c4acb26fbc69cc7e6666ac97d71e58ac74e0b24cf2c2,102061,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptBundle.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptFactory.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptCatalog.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptContextNormalizer.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptJsonSchema.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/PromptRedactor.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/agent/BoundedJsonRepairer.java,DeepseekParityTest; ProviderAdapterFixtureTest; BoundedSseParserTest; AgentRuntimePolicyTest; StructuredAgentRunnerTest; GuardsAndContextParityTest; PoolParityTest; ReviewIsolationParityTest; TypedPromptSerializationParityTest; ProviderCallPostgresIT; Maven verify,"Five direct JDK HttpClient/mock adapters, bounded SSE, redacted structured-call artifacts, strict JSON and representation-only repair, virtual-thread concurrency, rate limiting, retry/failover, persistent circuit state, provider_call idempotency, and usage reconciliation pass"
src/mathproofmesh/proof_control/__init__.py,221,python_source,,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,package-info.java; ProofControlFacade.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,d33818e74649ccb5f8337932a73933affb06b620e6acc3c9506563009d9a6011,5928,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/package-info.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ProofControlFacade.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/action_dispatcher.py,444,python_source,ControlActionDispatcher,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ControlActionDispatcher.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,ccee21d658de94a0cddb4f4b13c71a7f4393ba6f2e966128c40d67977fbf4f84,16366,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ControlActionDispatcher.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/bottleneck.py,239,python_source,BottleneckCompressor,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,BottleneckCompressor.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,daf54b2b37f43b0f275ae2929d71da63157be44661d24a7b4beb4783dd1380f7,9215,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/BottleneckCompressor.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/claim_lifecycle.py,532,python_source,ClaimLifecycleController,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ClaimLifecycleController.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,c40d7f8f82dea2cbf43b9405e70119bdce8eda75386e32cf4bff48fb5aa45316,19382,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ClaimLifecycleController.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/common_mode.py,1058,python_source,CriticalAssumptionMatrix,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,CriticalAssumptionMatrix.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,902639fb86682e1557133149c589932aea3306a88397535a49a34ad7d640b52a,43994,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/CommonModeAnalyzer.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/controller.py,7479,python_source,ProofControlLayer,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ProofControlLayer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,e4f0e3bf0f8006b554dfbf855afba3d15488fd9d3303d6aeacea52528c1bc2d2,297034,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ProofControlFacade.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ProofControlPolicy.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/dependencies.py,227,python_source,DependencyResolver,migrate_legacy_dependencies,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,DependencyResolver.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,a995cc661c5db618654c8940106df6f7df1ffa5a6e25b2be14227c637ee02464,8403,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/DependencyResolver.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/domains.py,192,python_source,,classify_assumption_domain | classify_obligation_domain,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,DomainsFunctions.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,22005b0dfc7506ed7f01d210cdcd022e5793584cc79bf767383b6ce7f6e3f463,6152,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/DomainClassifier.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/failure_control.py,245,python_source,FailureClassifier | BlueprintRewriter,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,FailureClassifier.java; BlueprintRewriter.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,dd871b28ff067c7060b651054cb1ff85e710735d7fff3f3cea9eaca7659440bc,8992,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/FailureControlService.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/falsification.py,457,python_source,FastLaneContext | FastLaneEligibility | FalsificationDisposition | FalsificationContractCompiler | FalsificationTaskMaterializer,evaluate_fast_lane_eligibility | classify_falsification_result,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,FastLaneContext.java; FastLaneEligibility.java; FalsificationDisposition.java; FalsificationContractCompiler.java; FalsificationTaskMaterializer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,c14d9ad89c5511caf7ad9fbf2c6da233db9bdbfc8e5bffeb1d6b28c14d8c3e67,16565,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/FalsificationService.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/gates.py,575,python_source,RouteAdmissionGate | ContinueDeepeningGate | SynthesisReadinessGate,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,RouteAdmissionGate.java; ContinueDeepeningGate.java; SynthesisReadinessGate.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,0e1e7f671e3d7a913f05553ddee1bfb7ca8f78e8ba303a99d043f3b4e2073afd,22899,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/ProofControlGates.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/RouteAdmissionGate.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/goal_alignment.py,536,python_source,GoalAlignmentAnalyzer | GoalAlignmentContract | PremiseClosureAnalyzer | MinimalSufficiencyAnalyzer,_exact_identity,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,GoalAlignmentAnalyzer.java; GoalAlignmentContract.java; PremiseClosureAnalyzer.java; MinimalSufficiencyAnalyzer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,aa5be1a297c083656531bafb75e6031ef6a3766fc97b4273fdec392adf9c4e91,19986,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/GoalAlignmentAnalyzer.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/MinimalSufficiencyAnalyzer.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/induction.py,211,python_source,InductionMeasureSelector,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,InductionMeasureSelector.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,65ffbdb106194090e89df11e901e587428a41fa79a62fe5f897255118235daa3,7547,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/InductionMeasureSelector.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
src/mathproofmesh/proof_control/inference_risk.py,610,python_source,InferenceRiskScanner,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,InferenceRiskScanner.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,3784dfd0dd39f01aa62d28416d969bd8ee5492487d0f43afb7b835ada36b8031,23353,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/proofcontrol/InferenceRiskScanner.java,203 authority-named JUnit cases across 46 parity classes; ProofControlBenchmarkTest; online/offline Maven verify,"10A-10G semantics implemented with advisory authority boundaries, typed dependencies, executable/deferred tasks, stable identity, and exactly-once actions/resume"
