source_file,source_lines,source_kind,top_level_classes,top_level_functions,phase,phase_name,target_module,target_package,target_artifacts,migration_strategy,mandatory_parity,implementation_owner,sidecar_required,initial_status,required
src/mathproofmesh/proof_control/near_miss.py,339,python_source,NearMissLedger,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,NearMissLedger.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/proof_roles.py,143,python_source,ProofRoleClassifier,core_proof_debt,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ProofRoleClassifier.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/realizer.py,243,python_source,AbstractRealizerController,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,AbstractRealizerController.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/resume_policy.py,208,python_source,ResumePlanner,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ResumePlanner.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/route_target.py,235,python_source,,choose_nearest_target_obligation | _explicit_target_ids | _statement_matches | _nearest | _path_to_main,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,RouteTargetFunctions.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/scope_guard.py,348,python_source,ScopeGuard,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ScopeGuard.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/semantic_profile.py,508,python_source,SemanticProfile | SemanticInvariantComparison,_normalize | _language | _matched_labels | _ordered_nonoverlapping_labels | _polarity | _math_fragments | extract_semantic_profile | _profiles_conflict | conservatively_matches_across_languages | _compare_values | audit_bilingual_translation,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,SemanticProfile.java; SemanticInvariantComparison.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/semantic_quality.py,524,python_source,ObligationSemanticGate,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ObligationSemanticGate.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/semantic_view.py,118,python_source,,contains_cjk | protected_math_fragments | _compact | build_problem_semantic_view,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,SemanticViewFunctions.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/state.py,498,python_source,ProofControlState,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ProofControlState.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/strategy_blueprint.py,728,python_source,StrategyBlueprintCompiler | BlueprintSemanticGate | RewriteSemanticGate | OriginalStrategyArchive,is_placeholder_statement | _domain_objects,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,StrategyBlueprintCompiler.java; BlueprintSemanticGate.java; RewriteSemanticGate.java; OriginalStrategyArchive.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/tasks.py,957,python_source,ExecutableTaskController | WakeScheduler | RouteWakeController,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ExecutableTaskController.java; WakeScheduler.java; RouteWakeController.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/__init__.py,13,python_source,,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,package-info.java; ProofGraphServices.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/bridges.py,138,python_source,BridgeBroker,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,BridgeBroker.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/contradictions.py,213,python_source,ContradictionRecord | ContradictionBroker,_scope_signature,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,ContradictionRecord.java; ContradictionBroker.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/matching.py,131,python_source,DuplicateRouteMatch | DuplicateRouteDetector,normalize_math_text | token_set | jaccard | statement_similarity | signature_similarity,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,DuplicateRouteMatch.java; DuplicateRouteDetector.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/models.py,17,python_source,,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,package-info.java; no duplicate Java DTOs—proof graph contracts remain in mathproofmesh-contracts,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_graph/store.py,895,python_source,ProofGraphStore,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofgraph,ProofGraphStore.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_identity.py,274,python_source,,normalize_text | unwrap_feedback_directives | canonical_obligation_statement | obligation_identity_text | is_feedback_only_statement | canonical_strings | proof_step_payload | claim_payload | checkpoint_math_fingerprint | attempt_content_fingerprint | progress_signature,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ProofIdentityFunctions.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/reasoning_trace.py,409,python_source,ReasoningTraceBinding | ReasoningTraceStore | ReasoningTraceCall,_utc_now | bind_reasoning_trace | current_reasoning_trace | read_reasoning_records | build_reasoning_snapshot | _nonnegative_int,14,REST/SSE、CLI、报告与可观测性,mathproofmesh-server,io.github.aililuola.mathproofmesh.api,ReasoningTraceBinding.java; ReasoningTraceStore.java; ReasoningTraceCall.java,保持旧端点/命令兼容，新增安全状态查询；SSE 可断点；日志和活动事件严格脱敏,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/report.py,667,python_source,,_mermaid_id | _broker_admitted_fact_payloads | _report_component_state | write_hierarchical_reports | _proof_steps_markdown | write_run_report,14,REST/SSE、CLI、报告与可观测性,mathproofmesh-server,io.github.aililuola.mathproofmesh.api,ReportFunctions.java,保持旧端点/命令兼容，新增安全状态查询；SSE 可断点；日志和活动事件严格脱敏,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/resume_phase.py,47,python_source,,export_hierarchical_checkpoint,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,ResumePhaseService.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/route_pipeline.py,137,python_source,,build_route_prompt_context | acknowledge_route_messages,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,RoutePipelineFunctions.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/schemas.py,2771,python_source,StrictModel | ProblemKind | TaskRequirement | DeliverableStatus | TaskStatus | Difficulty | AttemptStatus | ClaimStatus | CheckpointStatus | VerificationVerdict | VerificationStage | FailureLevel | ActionKind | Severity | ComputationPurpose | ComputationMethod | ComputationDecisionStatus | ComputationContractRepairAction | ComputationContractRepairStatus | CalculationGateVerdict | EvidenceStrength | RouteRole | RouteStatus | MessageType | MessagePriority | DeliveryState | EvidenceType | MemoryTier | ObligationKind | GraphEdgeType | ReceiptStatus | InspirationTriggerType | InspirationMechanism | InspirationContextMode | MetaDirectiveAction | ExperimentOutcome | InitialExplorationAction | ContinuationAction | UsageRecord | EvidenceRef | CitationRecord | QuantifierSpec | VariableBinding | MessageEnvelope | MessageReceipt | ToolAuditReport | RouteMember | RouteDescriptor | ProofObligation | ProofGraphEdge | BrokerDecision | BridgeTask | NoveltySignature | MechanismChainSignature | InspirationTrigger | DomainOperatorSpec | SurpriseMutationDirective | FrontierClaim | FrontierBridge | BidirectionalFrontierState | ComposedInspiration | RepresentationCandidate | AnalogyMapping | ConstructionProposal | InvariantHypothesis | ReverseGoalPlan | MetaStrategyDecision | MetaDirective | MetaDirectiveAudit | MetaDirectiveExecution | SurpriseBudgetState | InspirationProposal | InspirationReview | InspirationTask | InspirationProposalAssignment | InspirationAssignmentPlan | InspirationCandidateDecision | InspirationCallReservation | InspirationOutcome | VerifiedExperienceRecord | NegativeAnalogyRecord | InspirationCreditTarget | InspirationMaterialization | ComputationHint | ExperimentSpec | ComputationContractRepair | ExperimentProgram | ExperimentResult | ComputationPlan | ComputationCertificate | FormalStatementPacket | FormalCertificateRef | ComputationDecision | DeferredExperimentRequest | ToolRequest | ToolResult | CalculationGateRecord | GoalInterpretationCandidate | GoalNormalizationAssessment | LocalGoalPrecheck | GoalClarificationRequest | GoalClarificationDecision | ProblemSemanticViewCandidate | SemanticInvariantAudit | ProblemSemanticView | ProblemContract | BlindReviewPacket | TriageResult | CriticalClaim | StrategyCard | StrategySet | PropositionNormalizationItem | PropositionNormalizationBatch | ProofStep | ClaimCard | CandidateConjecture | CandidateConjectureBatch | ProofAttempt | ProofDelta | InitialExplorationTurn | ContinuationTurn | ProofCheckpoint | WorkingProofCheckpoint | PostFailureBottleneckDiagnostic | ClaimBatch | VerificationIssue | BlindVerificationReport | VerificationReport | CandidateAssessment | MetaReview | ContextPack | PathStats | BudgetAction | BudgetDecision | FinalProof | AgentMetric | MathStatus | ExecutionStatus | FormalizationCoverageReport | ResearchProgressReport | DeliverableAssessment | RunStatus | RunResult,utc_now_iso | stable_hash | new_id,02,契约、枚举、严格校验与哈希兼容,mathproofmesh-contracts,io.github.aililuola.mathproofmesh.contract,StrictModel.java; ProblemKind.java; TaskRequirement.java; DeliverableStatus.java; TaskStatus.java; Difficulty.java; AttemptStatus.java; ClaimStatus.java; CheckpointStatus.java; VerificationVerdict.java; VerificationStage.java; FailureLevel.java; ActionKind.java; Severity.java; ComputationPurpose.java; ComputationMethod.java; ComputationDecisionStatus.java; ComputationContractRepairAction.java; ComputationContractRepairStatus.java; CalculationGateVerdict.java; EvidenceStrength.java; RouteRole.java; RouteStatus.java; MessageType.java; MessagePriority.java; DeliveryState.java; EvidenceType.java; MemoryTier.java; ObligationKind.java; GraphEdgeType.java; ReceiptStatus.java; InspirationTriggerType.java; InspirationMechanism.java; InspirationContextMode.java; MetaDirectiveAction.java; ExperimentOutcome.java; InitialExplorationAction.java; ContinuationAction.java; UsageRecord.java; EvidenceRef.java; CitationRecord.java; QuantifierSpec.java; VariableBinding.java; MessageEnvelope.java; MessageReceipt.java; ToolAuditReport.java; RouteMember.java; RouteDescriptor.java; ProofObligation.java; ProofGraphEdge.java; BrokerDecision.java; BridgeTask.java; NoveltySignature.java; MechanismChainSignature.java; InspirationTrigger.java; DomainOperatorSpec.java; SurpriseMutationDirective.java; FrontierClaim.java; FrontierBridge.java; BidirectionalFrontierState.java; ComposedInspiration.java; RepresentationCandidate.java; AnalogyMapping.java; ConstructionProposal.java; InvariantHypothesis.java; ReverseGoalPlan.java; MetaStrategyDecision.java; MetaDirective.java; MetaDirectiveAudit.java; MetaDirectiveExecution.java; SurpriseBudgetState.java; InspirationProposal.java; InspirationReview.java; InspirationTask.java; InspirationProposalAssignment.java; InspirationAssignmentPlan.java; InspirationCandidateDecision.java; InspirationCallReservation.java; InspirationOutcome.java; VerifiedExperienceRecord.java; NegativeAnalogyRecord.java; InspirationCreditTarget.java; InspirationMaterialization.java; ComputationHint.java; ExperimentSpec.java; ComputationContractRepair.java; ExperimentProgram.java; ExperimentResult.java; ComputationPlan.java; ComputationCertificate.java; FormalStatementPacket.java; FormalCertificateRef.java; ComputationDecision.java; DeferredExperimentRequest.java; ToolRequest.java; ToolResult.java; CalculationGateRecord.java; GoalInterpretationCandidate.java; GoalNormalizationAssessment.java; LocalGoalPrecheck.java; GoalClarificationRequest.java; GoalClarificationDecision.java; ProblemSemanticViewCandidate.java; SemanticInvariantAudit.java; ProblemSemanticView.java; ProblemContract.java; BlindReviewPacket.java; TriageResult.java; CriticalClaim.java; StrategyCard.java; StrategySet.java; PropositionNormalizationItem.java; PropositionNormalizationBatch.java; ProofStep.java; ClaimCard.java; CandidateConjecture.java; CandidateConjectureBatch.java; ProofAttempt.java; ProofDelta.java; InitialExplorationTurn.java; ContinuationTurn.java; ProofCheckpoint.java; WorkingProofCheckpoint.java; PostFailureBottleneckDiagnostic.java; ClaimBatch.java; VerificationIssue.java; BlindVerificationReport.java; VerificationReport.java; CandidateAssessment.java; MetaReview.java; ContextPack.java; PathStats.java; BudgetAction.java; BudgetDecision.java; FinalProof.java; AgentMetric.java; MathStatus.java; ExecutionStatus.java; FormalizationCoverageReport.java; ResearchProgressReport.java; DeliverableAssessment.java; RunStatus.java; RunResult.java,逐类型语义迁移；Java record/enum；Jackson snake_case；Bean Validation 加领域构造校验；保持 JSON 与哈希兼容,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/server.py,296,python_source,SolveRequest | ResumeRequest,_sse_message | create_app,14,REST/SSE、CLI、报告与可观测性,mathproofmesh-server,io.github.aililuola.mathproofmesh.api,SolveRequest.java; ResumeRequest.java; SolveController.java; ResumeController.java; HealthController.java,保持旧端点/命令兼容，新增安全状态查询；SSE 可断点；日志和活动事件严格脱敏,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/stall_recovery.py,396,python_source,BottleneckExtractionResult | PostFailureBottleneckExtractor,classify_no_artifact_failure,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,BottleneckExtractionResult.java; PostFailureBottleneckExtractor.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/store.py,643,python_source,ArtifactStore,_safe_name | _to_jsonable,04,持久化、Artifact 与事务基础,mathproofmesh-server,io.github.aililuola.mathproofmesh.persistence,ArtifactStore.java,文件存储语义改为 PostgreSQL + 内容寻址 Artifact；事务、乐观锁、租约和 Outbox/Inbox,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/synthesis_phase.py,489,python_source,BlindNegativeSelection,apply_blind_context_integrity_guard | message_negative_packet | inspiration_proposal_to_blind_negative_packet | _negative_packet | _negative_statement | _negative_identity | _negative_item_id | _negative_search_text | _negative_score | _mandatory_negative | _compact_negative_packet | select_blind_negative_context | _legacy_blind_fact_packets | _legacy_forbidden_claims | build_blind_review_packet,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,BlindNegativeSelection.java; SynthesisPhaseService.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/task_contracts.py,340,python_source,,_contains_any | infer_task_requirements | deliverable_instructions | apply_task_contract | assess_task_deliverables,02,契约、枚举、严格校验与哈希兼容,mathproofmesh-contracts,io.github.aililuola.mathproofmesh.contract,TaskContractsFunctions.java,逐类型语义迁移；Java record/enum；Jackson snake_case；Bean Validation 加领域构造校验；保持 JSON 与哈希兼容,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/teams/__init__.py,13,python_source,,,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,package-info.java; RouteTeamFactory.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/teams/role_runner.py,96,python_source,RoleAssignment | RoleRunner,,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,RoleAssignment.java; RoleRunner.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/teams/route_team.py,409,python_source,RiskAssessment | RouteTeamPlan | RouteTeamResult | RouteTeam,,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,RiskAssessment.java; RouteTeamPlan.java; RouteTeamResult.java; RouteTeam.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/tools.py,11,python_source,,,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,LegacyToolFacade.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/topology.py,462,python_source,CommunicationEdge | SparseTopologyRouter,_features | jaccard_similarity | _math_normalize | _math_embedding | _cosine_similarity | math_similarity | strategy_text | select_sparse_route_neighbors,05,类型化通信、路线注册与稀疏拓扑,mathproofmesh-core,io.github.aililuola.mathproofmesh.communication,CommunicationEdge.java; SparseTopologyRouter.java,按消息准入、去重、TTL、优先级、回执和 exactly-once 领域语义重构，禁止聊天文本旁路,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/verification/__init__.py,25,python_source,,,09,验证升级、盲审与形式化微证书,mathproofmesh-core,io.github.aililuola.mathproofmesh.verification,package-info.java; VerificationServiceRegistry.java,结构验证先行、作者隔离、盲包脱敏、风险升级与工具/形式化证书接口逐项迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/verification/capability_profile.py,204,python_source,CapabilityCell | AgentCapabilityProfile,infer_capability_domain,09,验证升级、盲审与形式化微证书,mathproofmesh-core,io.github.aililuola.mathproofmesh.verification,CapabilityCell.java; AgentCapabilityProfile.java,结构验证先行、作者隔离、盲包脱敏、风险升级与工具/形式化证书接口逐项迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/verification/escalation.py,165,python_source,ValidationLevel | EscalationPlan | ValidationStepResult | ValidationExecution | ValidationEscalator | ValidationEscalationExecutor,,09,验证升级、盲审与形式化微证书,mathproofmesh-core,io.github.aililuola.mathproofmesh.verification,ValidationLevel.java; EscalationPlan.java; ValidationStepResult.java; ValidationExecution.java; ValidationEscalator.java; ValidationEscalationExecutor.java,结构验证先行、作者隔离、盲包脱敏、风险升级与工具/形式化证书接口逐项迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/verification/formal_microcert.py,132,python_source,FormalVerifierBackend | FormalizationCandidateSelector | CompilerFeedbackInterpreter,formalization_coverage,09,验证升级、盲审与形式化微证书,mathproofmesh-core,io.github.aililuola.mathproofmesh.verification,FormalVerifierBackend.java; FormalizationCandidateSelector.java; CompilerFeedbackInterpreter.java,结构验证先行、作者隔离、盲包脱敏、风险升级与工具/形式化证书接口逐项迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/verification/mutation.py,76,python_source,MutationKind | ProofMutation | MutationResult | ProofMutationHarness,,09,验证升级、盲审与形式化微证书,mathproofmesh-core,io.github.aililuola.mathproofmesh.verification,MutationKind.java; ProofMutation.java; MutationResult.java; ProofMutationHarness.java,结构验证先行、作者隔离、盲包脱敏、风险升级与工具/形式化证书接口逐项迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
